Altium Designer Pick and Place Locations
E:\Saniok\Lime Micro\Lime PCBs\LimeSDR-XTRX\LimeSDR-XTRX_1v1\Altium Designer design files\Project Outputs for LimeSDR-XTRX_1v1\Pick Place\Pick Place for LimeSDR-XTRX_1v1.csv

========================================================================================================================
File Design Information:

Date:       14-04-23
Time:       16:18
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C101","100nF, 6.3V","TopLayer","CAP0201","0.4250","10.6276","0",""
"C99","100nF, 6.3V","TopLayer","CAP0201","1.6550","6.4750","0",""
"C97","100nF, 6.3V","TopLayer","CAP0201","1.6550","5.8000","0",""
"C96","100nF, 6.3V","TopLayer","CAP0201","0.4250","22.2968","0",""
"C95","100nF, 6.3V","TopLayer","CAP0201","0.4250","21.4526","0",""
"C106","1nF, 25V","BottomLayer","CAP0201","6.5872","11.1522","225",""
"C105","100nF, 6.3V","TopLayer","CAP0201","15.4750","17.5750","0",""
"C119","470nF, 6.3V","TopLayer","CAP0201","10.5250","13.5250","315",""
"C187","100nF, 6.3V","TopLayer","CAP0201","0.4250","12.1500","180",""
"R21","1k, 1%","BottomLayer","RES0201","8.5179","20.0750","360",""
"R24","4.7k, 1%","BottomLayer","RES0201","35.3500","26.0750","270",""
"R23","1k, 1%","BottomLayer","RES0201","40.8950","18.7000","180",""
"R26","4.7k, 1%","TopLayer","RES0201","39.3750","12.0750","90",""
"R25","4.7k, 1%","BottomLayer","RES0201","42.0950","18.7000","360",""
"R22","1k, 1%","BottomLayer","RES0201","40.9000","17.9750","180",""
"T10","TC1-1-13M-45+","TopLayer","TC1-1-13MA+_JA4220-AL_","38.4500","9.3250","270",""
"T4","TC1-1-13M-45+","TopLayer","TC1-1-13MA+_JA4220-AL_","42.8250","20.0000","270",""
"R33","10R","TopLayer","RES0201","26.7000","8.1750","180",""
"R32","10R","TopLayer","RES0201","31.1500","19.4000","90",""
"R110","7.5k, 1%","TopLayer","RES0201","18.8000","8.2946","270",""
"R105","10k, 1%","BottomLayer","RES0201","3.8566","4.3666","360",""
"R31","0R","TopLayer","RES0402","20.8000","11.9250","360",""
"R104","5.6k, 1%","BottomLayer","RES0201","2.6238","4.3666","360",""
"R30","0R","BottomLayer","RES0201","25.4250","22.3000","90",""
"R29","10R","BottomLayer","RES0201","24.8750","7.4500","270",""
"R28","10R","BottomLayer","RES0201","23.1200","7.1707","360",""
"R27","0R","TopLayer","RES0402","24.7465","10.3215","45",""
"R16","10k, 1%","TopLayer","RES0201","30.6500","16.6000","270",""
"R15","10k, 1%","TopLayer","RES0201","10.9250","17.4000","90",""
"R13","47R, 1%","BottomLayer","RES0201","22.7250","23.2500","90",""
"R12","47R, 1%","TopLayer","RES0201","23.4000","19.9567","180",""
"R11","47R, 1%","TopLayer","RES0201","21.5250","18.3750","180",""
"R10","47R, 1%","BottomLayer","RES0201","22.0000","22.5000","90",""
"R9","10k, 1%","BottomLayer","RES0201","20.1000","15.9350","270",""
"R8","10k, 1%","BottomLayer","RES0201","19.4250","15.3750","90",""
"R7","10k, 1%","TopLayer","RES0201","23.2000","15.1250","180",""
"R6","10k, 1%","TopLayer","RES0201","25.5750","17.9500","270",""
"R5","10k, 1%","TopLayer","RES0201","23.2000","14.4750","0",""
"R4","3k, 1%","BottomLayer","RES0201","33.8500","2.1500","90",""
"R3","3k, 1%","BottomLayer","RES0201","32.7750","2.6500","270",""
"MN51","100pF, 50V","TopLayer","CAP0402","33.7500","7.9750","180",""
"MN49","0.8pF","TopLayer","CAP0402","32.2000","8.4750","90",""
"MN47","10 nH, 5%","TopLayer","RES0402","35.3500","8.4750","90",""
"MN45","100pF, 50V","TopLayer","CAP0402","33.7500","8.9750","180",""
"MN43","10 pF, 50V","TopLayer","CAP0402","38.0479","16.5750","180",""
"MN41","1pF, 50V","TopLayer","CAP0402","36.4979","16.0750","270",""
"MN39","0.5pF, 50V","TopLayer","CAP0402","39.5979","16.0750","270",""
"MN37","10 pF, 50V","TopLayer","CAP0402","38.0479","15.5750","180",""
"MN27","100nF, 16V","TopLayer","CAP0402","38.2750","19.4750","360",""
"MN24","2pF, 50V","TopLayer","CAP0402","39.8500","20.0000","90",""
"MN23","1pF, 50V","TopLayer","CAP0402","36.7250","19.9750","270",""
"MN21","100nF, 16V","TopLayer","CAP0402","38.3000","20.4750","180",""
"MN18","0R","TopLayer","RES0402","35.6750","20.9750","90",""
"MN17","0R","TopLayer","RES0402","35.6750","18.9750","270",""
"MN14","100uH","TopLayer","RES0805","37.7500","21.7500","360",""
"MN13","100uH","TopLayer","RES0805","37.7500","18.2000","360",""
"MN11","10 pF, 50V","BottomLayer","CAP0402","38.5000","19.5500","180",""
"MN7","0.5pF","BottomLayer","CAP0402","40.0500","20.0500","270",""
"MN9","1pF","BottomLayer","CAP0402","36.9500","20.0500","90",""
"MN5","10 pF, 50V","BottomLayer","CAP0402","38.5000","20.5500","360",""
"MN2","10 nH, 5%","BottomLayer","RES0402","35.9000","21.0500","90",""
"MN1","10 nH, 5%","BottomLayer","RES0402","35.9000","19.0500","270",""
"LED1","LED_green","TopLayer","LED0201","18.7500","1.4750","270",""
"X11","USB Micro Type B","TopLayer","USB_MICRO_TYPEB_47346-0001","5.2000","3.0250","360","Connector SMD USB Micro Type B"
"X12","8-pin FPC connector","BottomLayer","503480-0800_8PIN_FPC_CONN","4.3250","27.6750","360",""
"IC7","XC7A50T-2CPG236I","BottomLayer","XC7A35T-2CPG236","11.4667","14.8500","315","Artix-7 FPGA"
"IC19","PI5A23157ZUAEX","BottomLayer","PI5A23157ZUAEX_SPDT_SW_10UQFN","2.5750","12.6500","270",""
"IC18","USB3333E-GL","BottomLayer","USB3333E-GL_USB_PHY_25WLCSP","9.5165","7.8086","45","IC USB 2.0 FHY"
"IC12","74LVC1G3157FZ4","BottomLayer","74LVC1G3157FZ4_SPDT_SW_DFN1410-6","2.6250","16.1500","360",""
"IC10","GNSS M10578-A3","TopLayer","M10578-A3_V2","10.1500","24.5500","90",""
"IC16","AD5693RACPZ","TopLayer","AD5693RACPZ-1RL7_DAC_8LFCSP","18.3250","16.2750","90",""
"IC17","MX25L25673GM2I-08G","BottomLayer","S25FL164K_WSON8_DFN6","19.4250","26.8500","180",""
"IC13","M24128","BottomLayer","M24128-DFMC6TG","27.2750","28.5250","180",""
"IC25","LD39100PUR","TopLayer","LD39100PUR","21.0500","7.4750","90",""
"IC20","LD39100PUR","BottomLayer","LD39100PUR","4.1750","2.0750","180",""
"IC2","M24128","BottomLayer","M24128-DFMC6TG","36.0500","1.6750","180",""
"IC1","LMS7002M","BottomLayer","LMS7002M_V5_LESS_SILK","29.1000","14.8455","180","Schematic symbol revision 4. Default footprint - 0.31mm pad"
"FR52","220R, 0.9A","BottomLayer","RES0402","31.7500","2.1750","270",""
"FR35","600R, 0.27A","TopLayer","RES0201","25.4000","9.2000","225",""
"FR34","600R, 0.27A","TopLayer","RES0201","31.1000","18.3000","270",""
"FR33","600R, 0.27A","TopLayer","RES0201","27.2500","20.4750","90",""
"FR32","600R, 0.27A","TopLayer","RES0201","30.7680","20.2480","45",""
"FR31","600R, 0.27A","TopLayer","RES0201","27.2500","21.6500","270",""
"FR30","600R, 0.27A","TopLayer","RES0201","27.6015","8.9700","270",""
"FR29","600R, 0.27A","BottomLayer","RES0201","28.1500","7.4500","270",""
"FR28","600R, 0.27A","TopLayer","RES0201","33.8200","14.2000","270",""
"FR27","600R, 0.27A","BottomLayer","RES0201","37.0250","15.2050","180",""
"FR46","220R, 0.9A","TopLayer","RES0402","19.6500","3.7755","90",""
"FR26","600R, 0.27A","TopLayer","RES0201","34.6250","19.0000","315",""
"FR48","600R, 2A","BottomLayer","RES0805","6.1750","6.4500","360",""
"FR43","220R, 0.9A","BottomLayer","RES0402","7.3745","2.9750","90",""
"FR25","600R, 0.27A","TopLayer","RES0201","27.9095","21.6550","90",""
"FR24","600R, 0.27A","BottomLayer","RES0201","36.1250","12.7500","360",""
"FR23","600R, 0.27A","BottomLayer","RES0201","29.0000","7.4500","270",""
"FR22","600R, 0.27A","BottomLayer","RES0201","36.9050","16.5950","360",""
"FR21","600R, 0.27A","TopLayer","RES0201","33.0974","19.5150","45",""
"FR20","600R, 0.27A","TopLayer","RES0201","31.4250","21.8750","90",""
"FR19","600R, 0.27A","TopLayer","RES0201","28.5500","16.6750","270",""
"FR18","600R, 0.27A","TopLayer","RES0201","27.7000","17.8250","180",""
"FR17","600R, 0.27A","TopLayer","RES0201","27.2750","11.5000","90",""
"FR16","600R, 0.27A","BottomLayer","RES0201","25.4250","6.5750","360",""
"FR15","600R, 0.27A","BottomLayer","RES0201","25.9700","7.4500","270",""
"FR14","600R, 0.27A","BottomLayer","RES0201","27.0750","7.4500","270",""
"FR13","600R, 0.27A","BottomLayer","RES0201","29.8000","7.4500","270",""
"FR12","600R, 0.27A","TopLayer","RES0201","32.2000","11.5250","180",""
"FR11","600R, 0.27A","TopLayer","RES0201","31.6500","12.8750","180",""
"FR10","600R, 0.27A","TopLayer","RES0201","32.4593","14.5700","270",""
"FR9","600R, 0.27A","TopLayer","RES0201","35.5750","17.4250","360",""
"FR8","600R, 0.27A","TopLayer","RES0201","31.7724","16.9900","270",""
"FR7","600R, 0.27A","TopLayer","RES0201","25.4724","19.5950","180",""
"FR6","600R, 0.27A","TopLayer","RES0201","32.1474","16.0650","180",""
"FR5","600R, 0.27A","TopLayer","RES0201","28.0250","11.5000","90",""
"FL2","Fiducial","BottomLayer","Fiducial_local","24.0250","22.3500","180",""
"C221","10uF, 10V","TopLayer","CAP0603","20.1000","10.7500","360",""
"C220","4.7uF, 6.3V","BottomLayer","CAP0402","32.2750","3.7250","180",""
"C117","4.7uF, 6.3V","TopLayer","CAP0402","11.1500","15.1500","315",""
"C177","100nF, 6.3V","TopLayer","CAP0201","17.6500","13.0000","180",""
"C180","100nF, 6.3V","BottomLayer","CAP0201","0.6500","28.9950","90",""
"C179","100nF, 6.3V","TopLayer","CAP0201","16.5000","14.5100","90",""
"C170","100nF, 6.3V","BottomLayer","CAP0201","24.9250","28.7250","360",""
"C94","1uF, 6.3V","TopLayer","CAP0201","30.5500","17.6750","270",""
"C93","1uF, 6.3V","TopLayer","CAP0201","25.9375","8.6625","45",""
"C92","1uF, 6.3V","TopLayer","CAP0201","31.7500","18.3000","90",""
"C91","1uF, 6.3V","TopLayer","CAP0201","26.2000","9.6000","315",""
"C90","1uF, 6.3V","BottomLayer","CAP0201","36.1000","15.4850","90",""
"C89","1uF, 6.3V","TopLayer","CAP0201","34.1000","13.2000","360",""
"C88","1uF, 6.3V","BottomLayer","CAP0201","27.8750","8.4000","180",""
"C87","1uF, 6.3V","TopLayer","CAP0201","27.8815","9.8750","360",""
"C86","1uF, 6.3V","TopLayer","CAP0201","29.0500","19.4750","90",""
"C85","1uF, 6.3V","TopLayer","CAP0201","30.4950","19.1611","270",""
"C84","1uF, 6.3V","TopLayer","CAP0201","27.4250","19.3000","90",""
"C83","1uF, 6.3V","TopLayer","CAP0201","34.3000","18.4000","315",""
"C204","100pF, 50V","TopLayer","CAP0201","22.1700","9.4455","360",""
"C200","4.7uF, 6.3V","TopLayer","CAP0402","20.1464","9.6360","180",""
"C199","4.7uF, 6.3V","TopLayer","CAP0402","20.1500","5.3255","180",""
"C82","1uF, 6.3V","TopLayer","CAP0201","24.0250","11.5370","90",""
"C81","1nF, 25V","TopLayer","CAP0201","23.3750","11.5370","90",""
"C80","1uF, 6.3V","TopLayer","CAP0201","21.4750","13.6200","270",""
"C79","1nF, 25V","TopLayer","CAP0201","22.1301","13.6200","270",""
"C78","1uF, 6.3V","TopLayer","CAP0201","21.4655","14.5411","180",""
"C77","1nF, 25V","TopLayer","CAP0201","21.4655","15.2581","180",""
"C76","1uF, 6.3V","BottomLayer","CAP0201","21.6750","19.4000","270",""
"C75","1nF, 25V","BottomLayer","CAP0201","22.3250","18.9750","270",""
"C74","1uF, 6.3V","TopLayer","CAP0201","22.8750","12.8106","270",""
"C73","1nF, 25V","TopLayer","CAP0201","23.5750","12.8106","270",""
"C194","100pF, 50V","BottomLayer","CAP0201","1.9995","0.6750","0",""
"C203","10uF, 10V","BottomLayer","CAP0603","7.0289","8.6750","270",""
"C189","4.7uF, 6.3V","BottomLayer","CAP0402","2.0104","2.9750","90",""
"C188","4.7uF, 6.3V","BottomLayer","CAP0402","6.3245","2.9750","90",""
"C72","1uF, 6.3V","BottomLayer","CAP0201","25.3250","21.4500","180",""
"C71","1uF, 6.3V","BottomLayer","CAP0201","28.9865","8.4000","180",""
"C70","1uF, 6.3V","BottomLayer","CAP0201","36.1250","12.0150","360",""
"C69","1uF, 6.3V","TopLayer","CAP0201","33.1750","13.4000","90",""
"C68","1uF, 6.3V","TopLayer","CAP0201","32.1974","12.2400","180",""
"C67","1uF, 6.3V","TopLayer","CAP0201","28.1895","20.6250","360",""
"C66","1nF, 25V","TopLayer","CAP0201","28.1895","19.9750","360",""
"C65","1uF, 6.3V","BottomLayer","CAP0201","36.0000","16.8750","90",""
"C64","1uF, 6.3V","BottomLayer","CAP0201","24.1750","7.4500","270",""
"C63","1uF, 6.3V","TopLayer","CAP0201","32.4224","17.3150","270",""
"C62","1uF, 6.3V","TopLayer","CAP0201","34.7250","17.3000","270",""
"C61","1uF, 6.3V","TopLayer","CAP0201","32.5000","13.1500","270",""
"C60","1uF, 6.3V","TopLayer","CAP0201","33.8000","11.5000","360",""
"C59","1uF, 6.3V","BottomLayer","CAP0201","30.0750","8.4000","360",""
"C58","1uF, 6.3V","BottomLayer","CAP0201","26.7950","8.4000","180",""
"C57","1uF, 6.3V","BottomLayer","CAP0201","25.6950","8.4000","180",""
"C56","1uF, 6.3V","BottomLayer","CAP0201","24.5950","8.4000","180",""
"C55","1uF, 6.3V","TopLayer","CAP0201","26.9224","10.6900","315",""
"C54","1uF, 6.3V","TopLayer","CAP0201","27.7000","18.4750","360",""
"C53","1uF, 6.3V","TopLayer","CAP0201","28.8555","17.5280","360",""
"C52","1nF, 25V","TopLayer","CAP0201","28.8555","18.1805","360",""
"C51","1uF, 6.3V","TopLayer","CAP0201","30.7000","21.8750","90",""
"C50","1uF, 6.3V","TopLayer","CAP0201","32.3000","19.2250","90",""
"C49","1uF, 6.3V","TopLayer","CAP0201","34.0224","15.9400","45",""
"C48","1uF, 6.3V","TopLayer","CAP0201","33.4750","18.1750","270",""
"C47","1nF, 25V","TopLayer","CAP0201","26.0274","13.5400","360",""
"C46","1uF, 6.3V","TopLayer","CAP0201","26.0274","14.3100","360",""
"C45","1nF, 25V","TopLayer","CAP0201","26.0274","12.0150","360",""
"C44","1uF, 6.3V","TopLayer","CAP0201","26.0274","12.7850","360",""
"C43","1nF, 25V","TopLayer","CAP0201","23.5644","17.3495","90",""
"C42","1uF, 6.3V","TopLayer","CAP0201","22.8305","17.3495","90",""
"C41","1uF, 6.3V","TopLayer","CAP0201","28.3065","10.6750","360",""
"C40","1uF, 6.3V","TopLayer","CAP0201","33.0224","16.2650","90",""
"C39","1uF, 6.3V","TopLayer","CAP0201","26.3974","19.3150","270",""
"C38","1uF, 6.3V","TopLayer","CAP0201","28.8000","21.6550","90",""
"C37","1uF, 6.3V","TopLayer","CAP0201","26.5245","18.2205","270",""
"C35","1uF, 6.3V","TopLayer","CAP0201","24.6000","16.2500","90",""
"C15","100nF, 6.3V","BottomLayer","CAP0201","39.0250","18.2000","270",""
"C11","100pF, 50V","BottomLayer","CAP0201","39.9000","18.2000","90",""
"C12","100pF, 50V","BottomLayer","CAP0201","38.7250","22.5500","270",""
"C16","100nF, 6.3V","BottomLayer","CAP0201","39.3750","22.5500","90",""
"C9","100nF, 6.3V","BottomLayer","CAP0201","37.4250","18.1750","270",""
"C5","100pF, 50V","BottomLayer","CAP0201","36.7750","18.1750","90",""
"C6","100nF, 6.3V","BottomLayer","CAP0201","37.4500","21.9500","90",""
"C3","100pF, 50V","BottomLayer","CAP0201","36.8000","21.9500","270",""
"C2","22pF, 50V","BottomLayer","CAP0201","22.0500","21.4750","360",""
"C1","1uF, 6.3V","TopLayer","CAP0201","34.3750","2.2500","270",""
